,business_id,category,star,BusinessAcceptsCreditCards,BusinessAcceptsBitcoin,RestaurantsPriceRange2,BikeParking,BusinessParking.garage,BusinessParking.street,BusinessParking.validated,BusinessParking.lot,BusinessParking.valet,RestaurantsDelivery,WiFi,ByAppointmentOnly,WheelchairAccessible,DogsAllowed,RestaurantsTakeOut,OutdoorSeating,Smoking,Alcohol,HappyHour,HasTV,CoatCheck,GoodForKids,Caters,RestaurantsGoodForGroups,RestaurantsReservations,GoodForMeal.dessert,GoodForMeal.latenight,GoodForMeal.lunch,GoodForMeal.dinner,GoodForMeal.brunch,GoodForMeal.breakfast,DriveThru,RestaurantsAttire,Ambience.touristy,Ambience.hipster,Ambience.romantic,Ambience.divey,Ambience.intimate,Ambience.trendy,Ambience.upscale,Ambience.classy,Ambience.casual,NoiseLevel,RestaurantsTableService,HairSpecializesIn.straightperms,HairSpecializesIn.coloring,HairSpecializesIn.extensions,HairSpecializesIn.africanamerican,HairSpecializesIn.curly,HairSpecializesIn.kids,HairSpecializesIn.perms,HairSpecializesIn.asian,BestNights.monday,BestNights.tuesday,BestNights.friday,BestNights.wednesday,BestNights.thursday,BestNights.sunday,BestNights.saturday,GoodForDancing,Music.dj,Music.background_music,Music.no_music,Music.jukebox,Music.live,Music.video,Music.karaoke,AcceptsInsurance,BYOBCorkage,Corkage,BusinessParking,AgesAllowed,BYOB
10,9zq6uCI86OkN8g2bycB9RQ,"Event Planning & Services, Flowers & Gifts, Shopping, Florists, Floral Designers, Wedding Planning",4.5,True,,2,,False,False,False,False,False,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,X-jO4UToT_9oZPx-3gouSQ,"Florists, Shopping, Food, Event Planning & Services, Flowers & Gifts, Beer, Wine & Spirits, Wedding Planning",4.0,True,,2,True,False,False,False,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,IuA3VDXyhN1l7pw_XYbP5A,"Hair Stylists, Makeup Artists, Hair Salons, Beauty & Spas, Empanadas, Food, Event Planning & Services, Wedding Planning, Photographers",3.5,True,,2,,False,True,False,False,False,False,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Lozo5qhqu0gisY8apl31Uw,"Boating, Venues & Event Spaces, Wedding Chapels, Boat Charters, Event Planning & Services, Active Life, Party & Event Planning",4.5,True,,,,,,,,,,u'no',False,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,lMefZzEfsOkS91-chC99ug,"Event Planning & Services, Wedding Planning, Party & Event Planning",5.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,vakoM9KkaAI03N6dBBOCMw,"Event Planning & Services, Wedding Planning, Party & Event Planning",5.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,GYU2mMf6djLFT1GjZn1Rvw,"Wedding Planning, Party & Event Planning, Venues & Event Spaces, Event Planning & Services",5.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0HCEKOUPOUbnj7s3GSBL5g,"Wedding Planning, Shopping, Arts & Crafts, Cards & Stationery, Party & Event Planning, Flowers & Gifts, Event Planning & Services",4.5,True,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,cLRqjTrsNf7yGX81INhJQQ,"Floral Designers, Wedding Planning, Flowers & Gifts, Nurseries & Gardening, Shopping, Florists, Event Planning & Services, Home & Garden",3.5,True,,2,True,False,False,False,True,False,None,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,iUnEFvoIBn8JcXg_6E9b1w,"Event Planning & Services, Women's Clothing, Local Services, Wedding Planning, Fashion, Shopping, Sewing & Alterations, Bridal",4.5,,,2,True,False,True,False,False,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,r6qpceLkgj2CQHWrIweQ2A,"Shopping, Flowers & Gifts, Party & Event Planning, Event Planning & Services, Wedding Planning, Florists",4.0,,,2,True,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,KxhdcG0FljbM161egYYTCg,"Photo Booth Rentals, Home Services, Party & Event Planning, Wedding Planning, Party Equipment Rentals, Event Planning & Services, Lighting Fixtures & Equipment, DJs",5.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,v5M1mNsDCQF0vLsRCMD0kQ,"Shopping, Florists, Flowers & Gifts, Wedding Planning, Event Planning & Services",4.5,True,False,3,False,False,True,False,False,False,True,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,KqfbezPRHP2094gfLhRd6A,"Arts & Crafts, Cards & Stationery, Flowers & Gifts, Shopping, Event Planning & Services, Bridal, Party Supplies, Wedding Planning",4.5,True,,3,,False,False,False,True,False,,u'free',True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,BssvZHD5Ahe5lmVZGli7SQ,"Wedding Planning, Event Planning & Services, Arts & Crafts, Cards & Stationery, Flowers & Gifts, Shopping, Bridal",5.0,True,,,,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Cpwgrc6WcvbDD6DItYKHqQ,"Education, Fitness & Instruction, Dance Schools, Performing Arts, Arts & Entertainment, Dance Studios, Wedding Planning, Specialty Schools, Event Planning & Services, Active Life",5.0,False,,,True,False,True,False,True,False,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,gajIWyQI7HJyzlqVyHkzjg,"Party & Event Planning, Wedding Planning, Event Planning & Services",1.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,E-Nc7T9NbxBtUewf_g8--w,"Wedding Planning, Food, Cupcakes, Bakeries, Event Planning & Services, Custom Cakes, Patisserie/Cake Shop, Desserts",5.0,True,False,2,False,False,False,False,False,False,True,,,False,False,False,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,TvilH6Gzyi1ojlHLV44A4Q,"Wedding Planning, Event Planning & Services, Caterers, Venues & Event Spaces",4.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,oLPwkVXfHk0srRyKh-dK-Q,"Shopping, Bridal, Event Planning & Services, Fashion, Wedding Planning, Women's Clothing",3.5,True,,2,True,False,True,False,False,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,MkQCgliDJ9I3OA5ubsJJVg,"Event Planning & Services, Caterers, Food Delivery Services, Wedding Planning, Food",5.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,rR8BooD_knJc7IhUr7uEEg,"Party Bus Rentals, Arts & Entertainment, Wedding Planning, Transportation, Limos, Hotels & Travel, Tours, Karaoke, Event Planning & Services, Wine Tours, Wineries, Nightlife, Food",4.0,True,False,1,False,,,,,,,,,,,,False,,u'beer_and_wine',,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,5vDFmfYH4qBW3DuFVL4-uw,"Restaurants, Wedding Planning, Buffets, Venues & Event Spaces, Event Planning & Services",3.0,True,,,,,,,,,,,True,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,FtwIjD8cwQEAUa04PqiZUQ,"Event Planning & Services, Wedding Planning, Active Life, Fitness & Instruction, Dance Studios, Performing Arts, Arts & Entertainment",5.0,True,,,True,False,True,False,False,False,,,True,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,MVII_ASt0dw2hNhaEaPU6Q,"Wedding Planning, Photographers, Party & Event Planning, DJs, Event Planning & Services",4.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,6URBToGFOB9kX-R_hl-Irw,"Event Planning & Services, Flowers & Gifts, Wedding Planning, Shopping, Florists",5.0,True,,2,,False,True,False,False,False,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,nuPZaEkmQDirr1iCK1DtTA,"Cards & Stationery, Flowers & Gifts, Printing Services, Wedding Planning, Arts & Crafts, Shopping, Local Services, Event Planning & Services",5.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,zchnOGdewzD4TIz3RqKiRA,"Event Planning & Services, Wedding Planning, Party & Event Planning",5.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,-oCYfB-JL3Yc_RECg4B1Qw,"Wedding Chapels, Donuts, Food, Bakeries, Event Planning & Services",3.5,True,False,1,True,False,True,False,False,False,True,,False,True,,True,,,'none',False,,,True,True,,,False,True,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,m41s6hS2S-3UtO8wLKTxrw,"Florists, Flowers & Gifts, Wedding Planning, Event Planning & Services, Shopping",3.5,True,,3,,False,True,False,False,False,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,fgYlSV9HPtDtyWwBBLU7vQ,"Event Planning & Services, Caterers, Wedding Planning, Venues & Event Spaces",4.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,sdPXRuhYivgQav6AnKyEXg,"Party & Event Planning, Floral Designers, Event Planning & Services, Wedding Planning, Shopping, Flowers & Gifts, Florists",4.0,True,,2,True,False,True,False,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Kk2qh5eBuLnYloVYmZGFJA,"Flowers & Gifts, Shopping, Event Planning & Services, Wedding Planning, Party & Event Planning, Florists",4.5,True,,4,,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Yx9s6U1huOQSW2aemJ5lAA,"Arts & Entertainment, Performing Arts, Wedding Planning, Musicians, Event Planning & Services, Party & Event Planning",5.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,AJqJg000aha5KcVmQe1ZtA,"Makeup Artists, Beauty & Spas, Event Planning & Services, Hair Stylists, Hair Salons, Wedding Planning, Eyelash Service",5.0,False,False,2,True,False,True,False,True,False,,u'no',True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,LNO1bqxi7erljWz-577CSA,"Wedding Planning, Flowers & Gifts, Florists, Shopping, Event Planning & Services",4.0,True,,2,True,False,True,False,True,False,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,3kS4Qkg2OH6ROY4lzjmhog,"Event Planning & Services, Wedding Planning, Shopping, Formal Wear, Fashion, Party & Event Planning, Bridal",4.5,True,,2,False,False,False,False,True,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Q0muMmPqod9BGvCW1ejgmg,"Flowers & Gifts, Floral Designers, Florists, Shopping, Event Planning & Services, Wedding Planning",5.0,True,,2,True,False,True,False,False,False,None,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,AkXSys8KT7clOcEBXqWlQA,"Event Planning & Services, Florists, Shopping, Flowers & Gifts, Wedding Planning",1.0,True,,2,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,pGhJFbQ41go-aCrKrI7P0g,"Event Planning & Services, Wedding Planning, Party & Event Planning",5.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Xik6DESWVtYQYfcoiBaHkA,"Boating, Active Life, Event Planning & Services, Venues & Event Spaces, Wedding Planning",4.0,True,False,,,False,False,False,True,False,,u'free',False,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,NDjRRu31iuhJetI9TJP_yw,"Hotels & Travel, Wedding Planning, Hotels, Event Planning & Services, Venues & Event Spaces",3.5,True,,2,,,,,,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,i0aAbLIr3L7jvZ57ZOVZsw,"Hotels & Travel, Wedding Planning, Bed & Breakfast, Venues & Event Spaces, Event Planning & Services, Active Life, Yoga, Fitness & Instruction",5.0,True,,,,,,,,,,u'free',,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2WY8gJgXW4ToLYQH1hBaxA,"Hotels & Travel, Event Planning & Services, Wedding Planning, Car Rental, Travel Services, Baby Gear & Furniture, Shopping",5.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,FmT5J-XjCx4JckNeGg6U9Q,"Event Planning & Services, Flowers & Gifts, Florists, Wedding Planning, Shopping",4.5,True,,2,True,False,False,False,False,False,None,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,ZG48sY9nlYwzZK7zh0Q24g,"Wedding Planning, Hair Salons, Makeup Artists, Beauty & Spas, Hair Stylists, Event Planning & Services",3.5,True,,2,,False,False,False,False,False,,,True,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,NVGn6mMZetQBeJEf1JqgLA,"Wedding Planning, Event Planning & Services, Party & Event Planning",5.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,nLOV_GM84P9dOuNaJD89zw,"Party & Event Planning, Party Supplies, Wedding Planning, Event Planning & Services, Party Equipment Rentals, Venues & Event Spaces",5.0,True,,,,,,,,,,u'no',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,1xeSzzChvPRFZN8HI2scow,"Event Planning & Services, Wedding Planning",5.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,JrAJA06CPZSlZiJdtBVVFg,"Shopping, Florists, Wedding Planning, Event Planning & Services, Flowers & Gifts",3.0,True,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,MLK0EDzM2YoEtXmq5r1DTg,"Hotels & Travel, Food, Restaurants, Wedding Planning, Venues & Event Spaces, Event Planning & Services, Hotels, Buffets, Caterers",2.5,,,2,,,,,,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,T5uC33K1k-vx18H0gFbEQg,"Florists, Event Planning & Services, Wedding Planning, Shopping, Flowers & Gifts, Local Services",5.0,True,,2,True,,,,,,None,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,liO_0AUtkga-tlp3Q3ocdA,"Sewing & Alterations, Child Care & Day Care, Shopping, Movers, Pet Services, Personal Assistants, Couriers & Delivery Services, Wedding Planning, Home Services, Pet Sitting, Party & Event Planning, Dry Cleaning & Laundry, Carpet Cleaning, Office Cleaning, Event Planning & Services, Pets, Personal Shopping, Home Organization, Dog Walkers, Home Cleaning, Professional Services, Local Services",4.5,True,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,jho03wMKOJNANwkJQ4ZLog,"Event Planning & Services, Accessories, Women's Clothing, Wedding Planning, Shopping, Fashion, Bridal",4.0,True,False,3,False,False,False,False,True,False,,,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,vgv6f7Y7ljOPj8eiIxambw,"Bakeries, Event Planning & Services, Food, Wedding Planning",4.5,True,,2,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,qxlHwoYj5kUoTV4w5bhqvA,"Beauty & Spas, Event Planning & Services, Hair Salons, Wedding Planning, Barbers",5.0,True,,2,True,False,False,False,True,False,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,OKNk5iVODh4AdQyt52unQw,"Food, Event Planning & Services, Bakeries, Wedding Planning",3.0,False,,3,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3gX_SOtx9uF4zoKb3Rtwig,"Massage Therapy, Health & Medical, Makeup Artists, Hair Removal, Beauty & Spas, Waxing, Skin Care, Wedding Planning, Day Spas, Event Planning & Services, Nail Salons",4.5,True,,2,True,False,True,False,True,False,,u'no',True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,ZGYedtffe9mLTlZWsIyc0g,"Wedding Planning, Professional Services, Home Organization, Event Planning & Services, Party & Event Planning, Home Services",5.0,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,_PZk4AgXuAkpMZlCEt5ojQ,"Shopping, Flowers & Gifts, Event Planning & Services, Wedding Planning, Florists",4.5,True,,2,True,False,False,False,False,False,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,gsMvTOltfuLW5225EXvv8w,"Gift Shops, Florists, Floral Designers, Flowers & Gifts, Nurseries & Gardening, Bridal, Shopping, Home & Garden, Event Planning & Services, Wedding Planning",3.5,True,False,3,True,False,False,False,True,False,None,u'no',False,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Cx0yT0fbbRO5CYcULDh8aA,"Event Planning & Services, Food, Wedding Planning, Caterers",4.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,QbwhHIKqhIj4qZTMwGPfoA,"Event Planning & Services, Party & Event Planning, Caterers, Wedding Planning",4.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,hDoyc9gP-G77s6ke8A6MTw,"Makeup Artists, Wedding Planning, Beauty & Spas, Event Planning & Services, Hair Stylists, Hair Salons",4.0,True,,3,,False,False,False,False,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,M6MHOa4kbCIgQaxmnN87YA,"Airports, Event Planning & Services, Resorts, Venues & Event Spaces, Wedding Planning, Hotels & Travel, Hotels",2.5,True,,2,,,,,,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,DU9kiq4o_fQOE0UlmL9Tnw,"Event Planning & Services, Wedding Planning",5.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,EmfB6bXxaWTrMUCxs698vA,"Event Planning & Services, Wedding Planning, Venues & Event Spaces",5.0,True,,,,,,,,,,u'free',True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,WSwY5Pzgbq9NmdmPkfWUCw,"Photographers, Videographers, Session Photography, Event Planning & Services, Event Photography, Party & Event Planning, Wedding Planning",5.0,True,,,,,,,,,,u'free',True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,dvpbDw69b-qoavpbYJHCbA,"Custom Cakes, Restaurants, Desserts, Event Planning & Services, Wedding Planning, Food, Bakeries",4.0,True,,2,False,False,False,False,True,False,False,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
